Image Path,Classification
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140809-PICT0085.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140809-PICT0087.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140815-PICT0217.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20140920-PICT0295.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141022-PICT0050.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141104-PICT0085-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141104-PICT0085.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141104-PICT0086-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141104-PICT0086.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141104-PICT0087-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141104-PICT0087.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141123-PICT0118-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141123-PICT0119-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141123-PICT0119.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141123-PICT0120-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20141123-PICT0120.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150225-PICT0343.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150301-PICT0379.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150301-PICT0380.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150310-PICT0388.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150310-PICT0389.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150310-PICT0390.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150503-PICT1048.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150503-PICT1049.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150604-PICT0049.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150604-PICT0050.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150604-PICT0051.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150613-PICT0244.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150613-PICT0248.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150621-PICT0511.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150621-PICT0512.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150704-PICT0709.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20150704-PICT0710.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_20151106-PICT4466.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0028.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0035.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0037.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0038.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0041.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0058.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0059-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0060-2.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0060.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0061.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0062.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0063.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0086.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0087.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0091.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0092.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0093.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0094.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0095.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0096.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0100.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0101.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0102.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0154.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0175.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0177.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0187.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0188.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0205.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0206.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0207.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0208.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0210.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0238.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0280.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0289.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0291.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0478.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0479.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT0480.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT1288.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT1289.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_PICT1290.JPG,Night
balanced_dataset_split\train\pronolagus randensis\pronolagus randensis_SUNP0019.JPG,Night
balanced_dataset_split\train\pteroclidae\pteroclidae_20091105-SUNP0097.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20091105-SUNP0098.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0100.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0104.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0105.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0107.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0111.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0112.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0123.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0125.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0131.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0141.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0144.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110101-PICT0145.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110102-PICT0293.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110102-PICT0295.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110102-PICT0298.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110102-PICT0299.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110102-PICT0313.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110102-PICT0322.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110102-PICT0327.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110102-PICT0330.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110103-PICT0414.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110103-PICT0415.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110103-PICT0417.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110103-PICT0418.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110103-PICT0422.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110103-PICT0430.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110103-PICT0436.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110103-PICT0443.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110104-PICT0574.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110104-PICT0587.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110104-PICT0589.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110104-PICT0592.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110104-PICT0597.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110104-PICT0603.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0747.JPG,Night
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0783.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0788.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0807.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0810.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0816.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0817.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0820.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0829.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0833.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110105-PICT0836.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1006.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1013.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1018.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1020.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1021.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1023.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1029.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1032.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1034.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1035.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1041.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1073.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1075.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1079.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1083.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1085.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110106-PICT1086.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110107-PICT1174.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110107-PICT1182.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110107-PICT1183.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110107-PICT1184.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110107-PICT1196.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110107-PICT1198.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110108-PICT1270.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110110-PICT1569.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110110-PICT1573.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110110-PICT1579.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110110-PICT1580.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1692.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1697.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1699.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1700.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1705.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1708.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1713.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1714.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1716.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1717.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110111-PICT1721.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1971.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1973.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1974.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1980.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1981.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1982.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1983.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1984.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1990.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT1991.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT2002.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT2009.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT2023.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT2025.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT2028.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT2030.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110112-PICT2050.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2145.JPG,Night
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2182.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2184.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2185.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2193.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2200.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2201.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2202.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2204.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2207.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2210.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2214.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110113-PICT2215.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110114-PICT2320.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110114-PICT2321.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110114-PICT2324.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110114-PICT2328.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110114-PICT2329.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110115-PICT2363.JPG,Day
balanced_dataset_split\train\pteroclidae\pteroclidae_20110115-PICT2372.JPG,Day
